store_id,item_id,date,algorithm,forecast
STORE_01,ITEM_001,2025-05-16,Weighted Snaive,35.405719392314566
STORE_01,ITEM_001,2025-05-17,Weighted Snaive,30.268990169794456
STORE_01,ITEM_001,2025-05-18,Weighted Snaive,32.405719392314566
STORE_01,ITEM_001,2025-05-19,Weighted Snaive,40.49776586237712
STORE_01,ITEM_001,2025-05-20,Weighted Snaive,53.975871313672926
STORE_01,ITEM_001,2025-05-21,Weighted Snaive,42.90348525469169
STORE_01,ITEM_001,2025-05-22,Weighted Snaive,41.68275245755139
STORE_01,ITEM_001,2025-05-23,Weighted Snaive,40.554066130473636
STORE_01,ITEM_001,2025-05-24,Weighted Snaive,30.666666666666664
STORE_01,ITEM_001,2025-05-25,Weighted Snaive,37.89544235924933
STORE_01,ITEM_001,2025-05-26,Weighted Snaive,50.25290437890974
STORE_01,ITEM_001,2025-05-27,Weighted Snaive,47.666666666666664
STORE_01,ITEM_001,2025-05-28,Weighted Snaive,35.57819481680072
STORE_01,ITEM_001,2025-05-29,Weighted Snaive,38.50580875781948
STORE_01,ITEM_001,2025-05-30,Weighted Snaive,40.30116175156389
STORE_01,ITEM_001,2025-05-31,Weighted Snaive,36.18856121537087
STORE_01,ITEM_001,2025-06-01,Weighted Snaive,48.417336907953526
STORE_01,ITEM_001,2025-06-02,Weighted Snaive,41.26899016979446
STORE_01,ITEM_001,2025-06-03,Weighted Snaive,45.048257372654156
STORE_01,ITEM_001,2025-06-04,Weighted Snaive,41.00804289544236
STORE_01,ITEM_001,2025-06-05,Weighted Snaive,29.650580875781948
STORE_01,ITEM_001,2025-06-06,Weighted Snaive,33.839142091152816
STORE_01,ITEM_001,2025-06-07,Weighted Snaive,27.204647006255584
STORE_01,ITEM_001,2025-06-08,Weighted Snaive,44.48972296693476
STORE_01,ITEM_001,2025-06-09,Weighted Snaive,41.903485254691695
STORE_01,ITEM_001,2025-06-10,Weighted Snaive,44.088471849865954
STORE_01,ITEM_001,2025-06-11,Weighted Snaive,43.34941912421805
STORE_01,ITEM_001,2025-06-12,Weighted Snaive,37.887399463806965
STORE_01,ITEM_001,2025-06-13,Weighted Snaive,35.03217158176944
STORE_01,ITEM_001,2025-06-14,Weighted Snaive,29.578194816800714
STORE_01,ITEM_001,2025-06-15,Weighted Snaive,33.89544235924933
STORE_01,ITEM_001,2025-06-16,Weighted Snaive,36.943699731903486
STORE_01,ITEM_001,2025-06-17,Weighted Snaive,35.64253798033959
STORE_01,ITEM_001,2025-06-18,Weighted Snaive,31.72296693476318
STORE_01,ITEM_001,2025-06-19,Weighted Snaive,32.666666666666664
STORE_01,ITEM_001,2025-06-20,Weighted Snaive,25.991957104557642
STORE_01,ITEM_001,2025-06-21,Weighted Snaive,30.33333333333333
STORE_01,ITEM_001,2025-06-22,Weighted Snaive,30.220732797140304
STORE_01,ITEM_001,2025-06-23,Weighted Snaive,35.87935656836461
STORE_01,ITEM_001,2025-06-24,Weighted Snaive,36.024128686327074
STORE_01,ITEM_001,2025-06-25,Weighted Snaive,37.06434316353887
STORE_01,ITEM_001,2025-06-26,Weighted Snaive,26.91957104557641
STORE_01,ITEM_001,2025-06-27,Weighted Snaive,38.24486148346738
STORE_01,ITEM_001,2025-06-28,Weighted Snaive,28.618409294012512
STORE_01,ITEM_001,2025-06-29,Weighted Snaive,38.18051831992851
STORE_01,ITEM_001,2025-06-30,Weighted Snaive,38.63449508489723
STORE_01,ITEM_001,2025-07-01,Weighted Snaive,34.07238605898123
STORE_01,ITEM_001,2025-07-02,Weighted Snaive,22.73100983020554
STORE_01,ITEM_001,2025-07-03,Weighted Snaive,29.570151921358352
STORE_01,ITEM_001,2025-07-04,Weighted Snaive,27.36550491510277
STORE_01,ITEM_001,2025-07-05,Weighted Snaive,26.27703306523682
STORE_01,ITEM_001,2025-07-06,Weighted Snaive,33.32529043789098
STORE_01,ITEM_001,2025-07-07,Weighted Snaive,40.18856121537087
STORE_01,ITEM_001,2025-07-08,Weighted Snaive,35.594280607685434
STORE_01,ITEM_001,2025-07-09,Weighted Snaive,27.413762287756924
STORE_01,ITEM_001,2025-07-10,Weighted Snaive,30.92761394101877
STORE_01,ITEM_001,2025-07-11,Weighted Snaive,29.397676496872204
STORE_01,ITEM_001,2025-07-12,Weighted Snaive,28.55406613047364
STORE_01,ITEM_001,2025-07-13,Weighted Snaive,28.610366398570154
STORE_01,ITEM_001,2025-07-14,Weighted Snaive,31.959785522788206
STORE_01,ITEM_001,2025-07-15,Weighted Snaive,36.11260053619303
STORE_01,ITEM_001,2025-07-16,Weighted Snaive,33.919571045576404
STORE_01,ITEM_001,2025-07-17,Weighted Snaive,35.236818588025024
STORE_01,ITEM_001,2025-07-18,Weighted Snaive,29.61036639857015
STORE_01,ITEM_001,2025-07-19,Weighted Snaive,30.855227882037532
STORE_01,ITEM_001,2025-07-20,Weighted Snaive,39.61840929401251
STORE_01,ITEM_001,2025-07-21,Weighted Snaive,36.25290437890975
STORE_01,ITEM_001,2025-07-22,Weighted Snaive,38.33333333333333
STORE_01,ITEM_001,2025-07-23,Weighted Snaive,32.658623771224306
STORE_01,ITEM_001,2025-07-24,Weighted Snaive,27.32529043789097
STORE_01,ITEM_001,2025-07-25,Weighted Snaive,30.570151921358356
STORE_01,ITEM_001,2025-07-26,Weighted Snaive,27.722966934763182
STORE_01,ITEM_001,2025-07-27,Weighted Snaive,30.124218051831992
STORE_01,ITEM_001,2025-07-28,Weighted Snaive,32.25290437890974
STORE_01,ITEM_001,2025-07-29,Weighted Snaive,33.048257372654156
STORE_01,ITEM_001,2025-07-30,Weighted Snaive,28.67470956210903
STORE_01,ITEM_001,2025-07-31,Weighted Snaive,22.779267202859696
STORE_01,ITEM_001,2025-08-01,Weighted Snaive,23.62645218945487
STORE_01,ITEM_001,2025-08-02,Weighted Snaive,21.959785522788202
STORE_01,ITEM_001,2025-08-03,Weighted Snaive,33.49776586237712
STORE_01,ITEM_001,2025-08-04,Weighted Snaive,26.87935656836461
STORE_01,ITEM_001,2025-08-05,Weighted Snaive,28.301161751563896
STORE_01,ITEM_001,2025-08-06,Weighted Snaive,22.008042895442355
STORE_01,ITEM_001,2025-08-07,Weighted Snaive,21.277033065236818
STORE_01,ITEM_001,2025-08-08,Weighted Snaive,23.293118856121538
STORE_01,ITEM_001,2025-08-09,Weighted Snaive,20.911528150134046
STORE_01,ITEM_001,2025-08-10,Weighted Snaive,25.887399463806968
STORE_01,ITEM_001,2025-08-11,Weighted Snaive,26.04825737265416
STORE_01,ITEM_001,2025-08-12,Weighted Snaive,25.00804289544236
STORE_01,ITEM_001,2025-08-13,Weighted Snaive,26.38159070598749
STORE_01,ITEM_001,2025-08-14,Weighted Snaive,21.277033065236818
STORE_01,ITEM_001,2025-08-15,Weighted Snaive,20.2609472743521
STORE_01,ITEM_001,2025-08-16,Weighted Snaive,21.293118856121538
STORE_01,ITEM_001,2025-08-17,Weighted Snaive,24.626452189454874
STORE_01,ITEM_001,2025-08-18,Weighted Snaive,27.268990169794463
STORE_01,ITEM_001,2025-08-19,Weighted Snaive,28.413762287756924
STORE_01,ITEM_001,2025-08-20,Weighted Snaive,27.07238605898123
STORE_01,ITEM_001,2025-08-21,Weighted Snaive,21.317247542448612
STORE_01,ITEM_001,2025-08-22,Weighted Snaive,22.397676496872204
STORE_01,ITEM_001,2025-08-23,Weighted Snaive,20.293118856121534
STORE_01,ITEM_001,2025-08-24,Weighted Snaive,19.51385165326184
STORE_01,ITEM_001,2025-08-25,Weighted Snaive,25.919571045576408
STORE_01,ITEM_001,2025-08-26,Weighted Snaive,22.739052725647902
STORE_01,ITEM_001,2025-08-27,Weighted Snaive,22.546023235031274
STORE_01,ITEM_001,2025-08-28,Weighted Snaive,20.666666666666668
STORE_01,ITEM_001,2025-08-29,Weighted Snaive,16.325290437890974
STORE_01,ITEM_001,2025-08-30,Weighted Snaive,17.594280607685434
STORE_01,ITEM_001,2025-08-31,Weighted Snaive,23.293118856121538
STORE_01,ITEM_001,2025-09-01,Weighted Snaive,25.2609472743521
STORE_01,ITEM_001,2025-09-02,Weighted Snaive,23.698838248436104
STORE_01,ITEM_001,2025-09-03,Weighted Snaive,24.666666666666668
STORE_01,ITEM_001,2025-09-04,Weighted Snaive,21.244861483467382
STORE_01,ITEM_001,2025-09-05,Weighted Snaive,19.967828418230567
STORE_01,ITEM_001,2025-09-06,Weighted Snaive,19.967828418230567
STORE_01,ITEM_001,2025-09-07,Weighted Snaive,21.847184986595174
STORE_01,ITEM_001,2025-09-08,Weighted Snaive,22.317247542448616
STORE_01,ITEM_001,2025-09-09,Weighted Snaive,25.2609472743521
STORE_01,ITEM_001,2025-09-10,Weighted Snaive,19.975871313672922
STORE_01,ITEM_001,2025-09-11,Weighted Snaive,18.63449508489723
STORE_01,ITEM_001,2025-09-12,Weighted Snaive,17.62645218945487
STORE_01,ITEM_001,2025-09-13,Weighted Snaive,17.967828418230564
STORE_01,ITEM_001,2025-09-14,Weighted Snaive,21.847184986595174
STORE_01,ITEM_001,2025-09-15,Weighted Snaive,22.53798033958892
STORE_01,ITEM_001,2025-09-16,Weighted Snaive,19.09651474530831
STORE_01,ITEM_001,2025-09-17,Weighted Snaive,23.397676496872208
STORE_01,ITEM_001,2025-09-18,Weighted Snaive,16.682752457551384
STORE_01,ITEM_001,2025-09-19,Weighted Snaive,16.999999999999996
STORE_01,ITEM_001,2025-09-20,Weighted Snaive,17.991957104557642
STORE_01,ITEM_001,2025-09-21,Weighted Snaive,25.17247542448615
STORE_01,ITEM_001,2025-09-22,Weighted Snaive,23.91957104557641
STORE_01,ITEM_001,2025-09-23,Weighted Snaive,19.927613941018766
STORE_01,ITEM_001,2025-09-24,Weighted Snaive,21.35746201966041
STORE_01,ITEM_001,2025-09-25,Weighted Snaive,18.23681858802502
STORE_01,ITEM_001,2025-09-26,Weighted Snaive,15.618409294012512
STORE_01,ITEM_001,2025-09-27,Weighted Snaive,22.91152815013405
STORE_01,ITEM_001,2025-09-28,Weighted Snaive,20.309204647006254
STORE_01,ITEM_001,2025-09-29,Weighted Snaive,23.25290437890974
STORE_01,ITEM_001,2025-09-30,Weighted Snaive,18.341376228775694
STORE_01,ITEM_001,2025-10-01,Weighted Snaive,20.397676496872208
STORE_01,ITEM_001,2025-10-02,Weighted Snaive,21.943699731903482
STORE_01,ITEM_001,2025-10-03,Weighted Snaive,18.666666666666668
STORE_01,ITEM_001,2025-10-04,Weighted Snaive,16.0
STORE_01,ITEM_001,2025-10-05,Weighted Snaive,19.008042895442358
STORE_01,ITEM_001,2025-10-06,Weighted Snaive,20.268990169794463
STORE_01,ITEM_001,2025-10-07,Weighted Snaive,18.959785522788206
STORE_01,ITEM_001,2025-10-08,Weighted Snaive,19.666666666666668
STORE_01,ITEM_001,2025-10-09,Weighted Snaive,17.62645218945487
STORE_01,ITEM_001,2025-10-10,Weighted Snaive,16.381590705987488
STORE_01,ITEM_001,2025-10-11,Weighted Snaive,19.252904378909736
STORE_01,ITEM_001,2025-10-12,Weighted Snaive,24.212689901697942
STORE_01,ITEM_001,2025-10-13,Weighted Snaive,23.497765862377122
STORE_01,ITEM_001,2025-10-14,Weighted Snaive,25.690795352993746
STORE_01,ITEM_001,2025-10-15,Weighted Snaive,18.690795352993746
STORE_01,ITEM_001,2025-10-16,Weighted Snaive,18.951742627345844
STORE_01,ITEM_001,2025-10-17,Weighted Snaive,19.98391420911528
STORE_01,ITEM_001,2025-10-18,Weighted Snaive,21.36550491510277
STORE_01,ITEM_001,2025-10-19,Weighted Snaive,19.333333333333332
STORE_01,ITEM_001,2025-10-20,Weighted Snaive,25.50580875781948
STORE_01,ITEM_001,2025-10-21,Weighted Snaive,21.35746201966041
STORE_01,ITEM_001,2025-10-22,Weighted Snaive,15.967828418230564
STORE_01,ITEM_001,2025-10-23,Weighted Snaive,21.325290437890974
STORE_01,ITEM_001,2025-10-24,Weighted Snaive,26.618409294012512
STORE_01,ITEM_001,2025-10-25,Weighted Snaive,22.23681858802502
STORE_01,ITEM_001,2025-10-26,Weighted Snaive,19.64253798033959
STORE_01,ITEM_001,2025-10-27,Weighted Snaive,26.2207327971403
STORE_01,ITEM_001,2025-10-28,Weighted Snaive,22.349419124218052
STORE_01,ITEM_001,2025-10-29,Weighted Snaive,22.935656836461124
STORE_01,ITEM_001,2025-10-30,Weighted Snaive,25.309204647006254
STORE_01,ITEM_001,2025-10-31,Weighted Snaive,19.570151921358356
STORE_01,ITEM_001,2025-11-01,Weighted Snaive,19.98391420911528
STORE_01,ITEM_001,2025-11-02,Weighted Snaive,20.919571045576404
STORE_01,ITEM_001,2025-11-03,Weighted Snaive,25.25290437890974
STORE_01,ITEM_001,2025-11-04,Weighted Snaive,27.01608579088472
STORE_01,ITEM_001,2025-11-05,Weighted Snaive,23.048257372654156
STORE_01,ITEM_001,2025-11-06,Weighted Snaive,24.951742627345844
STORE_01,ITEM_001,2025-11-07,Weighted Snaive,25.634495084897228
STORE_01,ITEM_001,2025-11-08,Weighted Snaive,19.268990169794463
STORE_01,ITEM_001,2025-11-09,Weighted Snaive,25.91152815013405
STORE_01,ITEM_001,2025-11-10,Weighted Snaive,27.570151921358356
STORE_01,ITEM_001,2025-11-11,Weighted Snaive,28.6988382484361
STORE_01,ITEM_001,2025-11-12,Weighted Snaive,20.024128686327078
STORE_01,ITEM_001,2025-11-13,Weighted Snaive,23.405719392314566
STORE_01,ITEM_001,2025-11-14,Weighted Snaive,23.975871313672922
STORE_01,ITEM_001,2025-11-15,Weighted Snaive,19.26899016979446
STORE_01,ITEM_001,2025-11-16,Weighted Snaive,25.562109025915998
STORE_01,ITEM_001,2025-11-17,Weighted Snaive,29.855227882037536
STORE_01,ITEM_001,2025-11-18,Weighted Snaive,22.244861483467382
STORE_01,ITEM_001,2025-11-19,Weighted Snaive,29.064343163538876
STORE_01,ITEM_001,2025-11-20,Weighted Snaive,20.951742627345844
STORE_01,ITEM_001,2025-11-21,Weighted Snaive,20.317247542448612
STORE_01,ITEM_001,2025-11-22,Weighted Snaive,25.61840929401251
STORE_01,ITEM_001,2025-11-23,Weighted Snaive,33.68275245755139
STORE_01,ITEM_001,2025-11-24,Weighted Snaive,36.43342269883825
STORE_01,ITEM_001,2025-11-25,Weighted Snaive,27.333333333333336
STORE_01,ITEM_001,2025-11-26,Weighted Snaive,24.618409294012515
STORE_01,ITEM_001,2025-11-27,Weighted Snaive,19.658623771224306
STORE_01,ITEM_001,2025-11-28,Weighted Snaive,21.602323503127792
STORE_01,ITEM_001,2025-11-29,Weighted Snaive,26.546023235031278
STORE_01,ITEM_001,2025-11-30,Weighted Snaive,25.204647006255588
STORE_01,ITEM_001,2025-12-01,Weighted Snaive,25.895442359249326
STORE_01,ITEM_001,2025-12-02,Weighted Snaive,24.333333333333336
STORE_01,ITEM_001,2025-12-03,Weighted Snaive,22.325290437890978
STORE_01,ITEM_001,2025-12-04,Weighted Snaive,29.943699731903482
STORE_01,ITEM_001,2025-12-05,Weighted Snaive,22.341376228775694
STORE_01,ITEM_001,2025-12-06,Weighted Snaive,28.610366398570147
STORE_01,ITEM_001,2025-12-07,Weighted Snaive,31.011617515638964
STORE_01,ITEM_001,2025-12-08,Weighted Snaive,25.341376228775694
STORE_01,ITEM_001,2025-12-09,Weighted Snaive,36.99195710455764
STORE_01,ITEM_001,2025-12-10,Weighted Snaive,30.032171581769436
STORE_01,ITEM_001,2025-12-11,Weighted Snaive,25.927613941018762
STORE_01,ITEM_001,2025-12-12,Weighted Snaive,26.951742627345848
STORE_01,ITEM_001,2025-12-13,Weighted Snaive,20.301161751563896
STORE_01,ITEM_001,2025-12-14,Weighted Snaive,34.49776586237712
STORE_01,ITEM_001,2025-12-15,Weighted Snaive,33.52993744414656
STORE_01,ITEM_001,2025-12-16,Weighted Snaive,32.413762287756924
STORE_01,ITEM_001,2025-12-17,Weighted Snaive,30.935656836461128
STORE_01,ITEM_001,2025-12-18,Weighted Snaive,30.975871313672922
STORE_01,ITEM_001,2025-12-19,Weighted Snaive,30.594280607685434
STORE_01,ITEM_001,2025-12-20,Weighted Snaive,27.24486148346738
STORE_01,ITEM_001,2025-12-21,Weighted Snaive,29.172475424486148
STORE_01,ITEM_001,2025-12-22,Weighted Snaive,34.46559428060768
STORE_01,ITEM_001,2025-12-23,Weighted Snaive,38.2609472743521
STORE_01,ITEM_001,2025-12-24,Weighted Snaive,39.341376228775694
STORE_01,ITEM_001,2025-12-25,Weighted Snaive,32.618409294012515
STORE_01,ITEM_001,2025-12-26,Weighted Snaive,31.57015192135836
STORE_01,ITEM_001,2025-12-27,Weighted Snaive,31.064343163538876
STORE_01,ITEM_001,2025-12-28,Weighted Snaive,37.18856121537087
STORE_01,ITEM_001,2025-12-29,Weighted Snaive,37.847184986595174
STORE_01,ITEM_001,2025-12-30,Weighted Snaive,33.11260053619303
STORE_01,ITEM_001,2025-12-31,Weighted Snaive,45.39767649687221
STORE_01,ITEM_002,2025-01-01,Weighted Snaive,35.080428954423596
STORE_01,ITEM_002,2025-01-02,Weighted Snaive,34.00804289544236
STORE_01,ITEM_002,2025-01-03,Weighted Snaive,32.529937444146555
STORE_01,ITEM_002,2025-01-04,Weighted Snaive,39.53798033958891
STORE_01,ITEM_002,2025-01-05,Weighted Snaive,36.228775692582666
STORE_01,ITEM_002,2025-01-06,Weighted Snaive,45.413762287756924
STORE_01,ITEM_002,2025-01-07,Weighted Snaive,36.35746201966041
STORE_01,ITEM_002,2025-01-08,Weighted Snaive,35.68275245755138
STORE_01,ITEM_002,2025-01-09,Weighted Snaive,34.89544235924933
STORE_01,ITEM_002,2025-01-10,Weighted Snaive,39.594280607685434
STORE_01,ITEM_002,2025-01-11,Weighted Snaive,38.951742627345844
STORE_01,ITEM_002,2025-01-12,Weighted Snaive,45.521894548704196
