date,actual,store_id,item_id,lightgbm,xgboost,random_forest
2024-03-18,52,STORE_01,ITEM_001,39.46434002416635,36.03657913208008,39.76
2024-03-19,39,STORE_01,ITEM_001,28.04658920923369,30.40553092956543,36.25
2024-03-20,40,STORE_01,ITEM_001,46.326031460616484,40.96385192871094,41.05
2024-03-21,43,STORE_01,ITEM_001,45.21247492815004,40.579044342041016,40.73
2024-03-22,35,STORE_01,ITEM_001,44.13972516865818,36.33769989013672,43.84
2024-03-23,50,STORE_01,ITEM_001,46.27255713959655,46.56190490722656,43.8
2024-03-24,49,STORE_01,ITEM_001,36.62269878942188,38.391265869140625,40.35
2024-03-25,37,STORE_01,ITEM_001,38.496026333762984,35.836029052734375,40.22
2024-03-26,43,STORE_01,ITEM_001,30.350885015470844,33.96909713745117,36.38
2024-03-27,39,STORE_01,ITEM_001,36.78841973627004,35.49972152709961,37.37
2024-03-28,52,STORE_01,ITEM_001,35.90026475852836,36.07274627685547,38.23
2024-03-29,41,STORE_01,ITEM_001,41.11842612971382,39.558719635009766,41.46
2024-03-30,51,STORE_01,ITEM_001,43.367150104691675,40.83734893798828,44.06
2024-03-31,42,STORE_01,ITEM_001,43.512037519945395,43.37312698364258,45.21
2024-04-01,47,STORE_01,ITEM_001,36.07460385522832,35.48332214355469,39.01
2024-04-02,52,STORE_01,ITEM_001,35.04852396964711,36.093528747558594,37.01
2024-04-03,44,STORE_01,ITEM_001,34.91724243668501,36.81959533691406,38.75
2024-04-04,46,STORE_01,ITEM_001,41.30505480175071,39.38283920288086,40.49
2024-04-05,41,STORE_01,ITEM_001,38.84087656741284,42.480621337890625,40.68
2024-04-06,56,STORE_01,ITEM_001,45.5966859560699,41.19901657104492,43.39
2024-04-07,67,STORE_01,ITEM_001,41.741103989046735,39.561363220214844,43.12
2024-04-08,52,STORE_01,ITEM_001,37.96308602502914,39.256805419921875,42.84
2024-04-09,40,STORE_01,ITEM_001,42.7690597559547,36.51607131958008,44.66
2024-04-10,32,STORE_01,ITEM_001,35.78027601281615,34.834163665771484,38.18
2024-04-11,48,STORE_01,ITEM_001,43.74978821003108,39.615177154541016,38.35
2024-04-12,60,STORE_01,ITEM_001,42.20121706737671,37.96974182128906,40.12
2024-04-13,62,STORE_01,ITEM_001,51.19932546731928,40.82974624633789,47.6
2024-04-14,42,STORE_01,ITEM_001,50.7244942830082,48.4481315612793,53.51
2024-04-15,42,STORE_01,ITEM_001,37.503696973428,39.70643997192383,39.92
2024-04-16,55,STORE_01,ITEM_001,31.04242475850486,32.388519287109375,34.86
2024-04-17,41,STORE_01,ITEM_001,38.399918832321084,36.96713638305664,39.93
2024-04-18,32,STORE_01,ITEM_001,41.59019563893991,40.277191162109375,44.25
2024-04-19,40,STORE_01,ITEM_001,37.99214513331138,38.39640426635742,43.84
2024-04-20,50,STORE_01,ITEM_001,43.10044777573294,44.57038879394531,47.59
2024-04-21,59,STORE_01,ITEM_001,50.35330031265275,43.650146484375,44.42
2024-04-22,49,STORE_01,ITEM_001,41.50741759639268,37.926666259765625,39.97
2024-04-23,41,STORE_01,ITEM_001,41.670708812355606,42.15230178833008,44.51
2024-04-24,63,STORE_01,ITEM_001,33.34326664133885,33.78211975097656,36.76
2024-04-25,45,STORE_01,ITEM_001,36.55628271382829,36.13797378540039,36.98
2024-04-26,51,STORE_01,ITEM_001,45.96141142210083,41.7862434387207,45.01
2024-04-27,69,STORE_01,ITEM_001,48.68934841993688,44.401615142822266,44.19
2024-04-28,63,STORE_01,ITEM_001,44.33432569955972,37.313106536865234,47.89
2024-04-29,34,STORE_01,ITEM_001,43.20267390076049,38.83467102050781,43.95
2024-04-30,40,STORE_01,ITEM_001,37.998881102856465,36.883819580078125,40.41
2024-05-01,37,STORE_01,ITEM_001,38.22135530456322,36.926048278808594,41.47
2024-05-02,51,STORE_01,ITEM_001,38.86792923506555,32.45731735229492,37.92
2024-05-03,47,STORE_01,ITEM_001,46.73355088016227,39.830570220947266,41.96
2024-05-04,60,STORE_01,ITEM_001,52.14312774155951,43.664058685302734,49.35
2024-05-05,64,STORE_01,ITEM_001,53.730383861721826,43.27192306518555,50.26
2024-05-06,39,STORE_01,ITEM_001,32.96829910553957,35.175045013427734,37.02
2024-05-07,51,STORE_01,ITEM_001,34.54026752299692,34.6761589050293,34.82
2024-05-08,34,STORE_01,ITEM_001,41.36870234184922,35.85739517211914,39.32
2024-05-09,42,STORE_01,ITEM_001,37.907220921570875,31.61317253112793,38.53
2024-05-10,43,STORE_01,ITEM_001,45.52277323163698,39.899017333984375,39.8
2024-05-11,54,STORE_01,ITEM_001,49.729422911983924,43.18604278564453,47.21
2024-05-12,52,STORE_01,ITEM_001,48.803725978556486,42.337284088134766,48.83
2024-05-13,35,STORE_01,ITEM_001,34.87147989374839,33.162960052490234,38.87
2024-05-14,31,STORE_01,ITEM_001,30.492265487198274,31.77716827392578,33.59
2024-05-15,51,STORE_01,ITEM_001,31.981371524069154,33.603641510009766,34.5
2024-05-16,33,STORE_01,ITEM_001,40.283729814605245,34.004554748535156,40.41
2024-05-17,34,STORE_01,ITEM_001,41.94654453527911,34.96211624145508,41.43
2024-05-18,27,STORE_01,ITEM_001,43.9972520606374,38.29497146606445,42.69
2024-05-19,50,STORE_01,ITEM_001,37.02604281315841,35.26631546020508,40.4
2024-05-20,52,STORE_01,ITEM_001,32.968183492851594,35.516143798828125,36.52
2024-05-21,54,STORE_01,ITEM_001,36.86603013314724,39.691165924072266,36.49
2024-05-22,36,STORE_01,ITEM_001,42.060421626775224,38.617919921875,39.71
2024-05-23,47,STORE_01,ITEM_001,38.26261313479439,35.337432861328125,36.26
2024-05-24,35,STORE_01,ITEM_001,38.23011881470458,39.531410217285156,39.92
2024-05-25,48,STORE_01,ITEM_001,48.66163159301544,49.06935501098633,44.68
2024-05-26,54,STORE_01,ITEM_001,45.80074351333131,41.20567321777344,41.64
2024-05-27,42,STORE_01,ITEM_001,37.84242318714444,33.24605941772461,42.38
2024-05-28,46,STORE_01,ITEM_001,37.07533385123795,34.264434814453125,38.1
2024-05-29,46,STORE_01,ITEM_001,35.526299973911485,34.528282165527344,37.91
2024-05-30,43,STORE_01,ITEM_001,31.62551665717027,33.89418411254883,37.55
2024-05-31,47,STORE_01,ITEM_001,45.32170042358416,38.751129150390625,41.46
2024-06-01,64,STORE_01,ITEM_001,44.991561582156876,38.88521957397461,43.05
2024-06-02,46,STORE_01,ITEM_001,48.550253346648375,45.16567611694336,47.6
2024-06-03,41,STORE_01,ITEM_001,39.083727259299955,33.454383850097656,39.84
2024-06-04,40,STORE_01,ITEM_001,34.29537273619487,36.05086135864258,38.13
2024-06-05,29,STORE_01,ITEM_001,39.455890080434074,38.573883056640625,39.51
2024-06-06,46,STORE_01,ITEM_001,41.24212049451758,35.82036209106445,40.99
2024-06-07,39,STORE_01,ITEM_001,38.43453745654143,35.72311019897461,39.53
2024-06-08,59,STORE_01,ITEM_001,48.92431431774865,45.26945114135742,48.26
2024-06-09,48,STORE_01,ITEM_001,42.2580817001553,41.66351318359375,43.88
2024-06-10,33,STORE_01,ITEM_001,34.636422554594304,40.21063995361328,38.51
2024-06-11,44,STORE_01,ITEM_001,35.106031946359074,32.92011260986328,34.66
2024-06-12,47,STORE_01,ITEM_001,35.623596216481104,36.55830001831055,38.15
2024-06-13,31,STORE_01,ITEM_001,40.01717426959731,34.96101379394531,40.41
2024-06-14,38,STORE_01,ITEM_001,39.20843032135123,40.03157424926758,42.6
2024-06-15,38,STORE_01,ITEM_001,37.95915724448737,39.95867156982422,44.91
2024-06-16,41,STORE_01,ITEM_001,39.98610708950923,40.6604118347168,40.2
2024-06-17,37,STORE_01,ITEM_001,35.49573860597962,34.80759048461914,38.67
2024-06-18,28,STORE_01,ITEM_001,29.859721304436988,35.879249572753906,37.05
2024-06-19,30,STORE_01,ITEM_001,33.34710645981981,36.154075622558594,38.14
2024-06-20,30,STORE_01,ITEM_001,27.72679448136236,32.0409049987793,33.77
2024-06-21,29,STORE_01,ITEM_001,32.103340675215485,37.104610443115234,34.53
2024-06-22,40,STORE_01,ITEM_001,38.600871688893896,39.704307556152344,36.38
2024-06-23,38,STORE_01,ITEM_001,46.12559822440362,39.696346282958984,39.78
2024-06-24,30,STORE_01,ITEM_001,34.162062280007774,30.41295051574707,33.38
2024-06-25,33,STORE_01,ITEM_001,36.79810791326617,35.57903289794922,34.64
2024-06-26,31,STORE_01,ITEM_001,31.356167389645833,32.63410949707031,32.33
2024-06-27,42,STORE_01,ITEM_001,25.121261523902614,26.98295021057129,30.39
2024-06-28,37,STORE_01,ITEM_001,33.93822767261342,35.39360809326172,38.73
2024-06-29,50,STORE_01,ITEM_001,41.36119297580088,39.82416915893555,38.5
2024-06-30,39,STORE_01,ITEM_001,37.54636593278214,38.12031555175781,38.95
2024-07-01,26,STORE_01,ITEM_001,36.207356753154436,36.069114685058594,35.33
2024-07-02,18,STORE_01,ITEM_001,31.253681545010277,30.424320220947266,33.07
2024-07-03,36,STORE_01,ITEM_001,28.26345880181684,31.889760971069336,32.74
2024-07-04,26,STORE_01,ITEM_001,28.786125300486912,31.396371841430664,35.53
2024-07-05,32,STORE_01,ITEM_001,32.44025166437401,32.95530319213867,33.75
2024-07-06,33,STORE_01,ITEM_001,38.724755345350616,40.6279411315918,38.7
2024-07-07,52,STORE_01,ITEM_001,33.768945445936815,37.94834899902344,35.17
2024-07-08,33,STORE_01,ITEM_001,23.627854851720024,26.781417846679688,27.17
2024-07-09,24,STORE_01,ITEM_001,34.97271107060994,30.852128982543945,31.65
2024-07-10,34,STORE_01,ITEM_001,29.030706732009307,28.740808486938477,31.11
2024-07-11,28,STORE_01,ITEM_001,26.84696468576418,29.10211944580078,31.74
2024-07-12,38,STORE_01,ITEM_001,30.96370680917652,32.814727783203125,31.88
2024-07-13,34,STORE_01,ITEM_001,39.1092846784387,39.74641799926758,39.28
2024-07-14,33,STORE_01,ITEM_001,37.34684820134927,37.960906982421875,39.02
2024-07-15,21,STORE_01,ITEM_001,27.464577607002187,28.640357971191406,29.81
2024-07-16,34,STORE_01,ITEM_001,25.07127260293519,28.251144409179688,28.13
2024-07-17,38,STORE_01,ITEM_001,25.68766884840539,28.89615249633789,28.92
2024-07-18,30,STORE_01,ITEM_001,28.448426273950417,33.32455062866211,34.01
2024-07-19,36,STORE_01,ITEM_001,30.33832782940317,31.19995880126953,34.38
2024-07-20,37,STORE_01,ITEM_001,40.072697761144006,39.90935134887695,36.75
2024-07-21,35,STORE_01,ITEM_001,33.98433845795202,36.74030685424805,35.12
2024-07-22,30,STORE_01,ITEM_001,35.32508792748923,34.1783561706543,32.12
2024-07-23,29,STORE_01,ITEM_001,33.10955480909789,36.822509765625,36.54
2024-07-24,24,STORE_01,ITEM_001,29.246335443537447,29.724384307861328,31.89
2024-07-25,32,STORE_01,ITEM_001,29.72474962228421,30.016420364379883,30.3
2024-07-26,19,STORE_01,ITEM_001,30.790727613278914,31.527942657470703,34.4
2024-07-27,44,STORE_01,ITEM_001,33.99232149999945,31.87530517578125,31.3
2024-07-28,37,STORE_01,ITEM_001,41.692110720140114,39.095664978027344,36.27
2024-07-29,32,STORE_01,ITEM_001,29.79504779491667,33.88949203491211,31.79
2024-07-30,30,STORE_01,ITEM_001,34.26381650799418,33.82424545288086,31.61
2024-07-31,14,STORE_01,ITEM_001,27.497597948344108,30.17533302307129,29.94
2024-08-01,23,STORE_01,ITEM_001,22.37778716168729,21.4172420501709,25.03
2024-08-02,21,STORE_01,ITEM_001,21.250802697002356,26.973909378051758,25.99
2024-08-03,46,STORE_01,ITEM_001,36.600436338179584,33.88221740722656,34.36
2024-08-04,32,STORE_01,ITEM_001,38.00139430920031,35.42254638671875,36.04
2024-08-05,22,STORE_01,ITEM_001,33.59209078077137,34.068302154541016,31.11
2024-08-06,22,STORE_01,ITEM_001,27.64571459149652,26.197093963623047,24.17
2024-08-07,23,STORE_01,ITEM_001,26.342621683663037,27.63261604309082,23.49
2024-08-08,25,STORE_01,ITEM_001,22.728414557270863,23.328235626220703,23.54
2024-08-09,24,STORE_01,ITEM_001,23.879099968673543,25.519662857055664,27.72
2024-08-10,28,STORE_01,ITEM_001,42.38823843463569,39.364715576171875,36.39
2024-08-11,22,STORE_01,ITEM_001,26.07164729292091,30.123003005981445,29.52
2024-08-12,21,STORE_01,ITEM_001,23.48441278938856,25.097251892089844,23.61
2024-08-13,22,STORE_01,ITEM_001,22.85696575300396,26.670869827270508,24.25
2024-08-14,26,STORE_01,ITEM_001,23.081826343228027,24.511672973632812,23.88
2024-08-15,27,STORE_01,ITEM_001,21.664015501001188,21.390525817871094,23.68
2024-08-16,26,STORE_01,ITEM_001,29.217008254387462,28.21135902404785,26.6
2024-08-17,27,STORE_01,ITEM_001,31.1839022294083,29.937877655029297,27.87
2024-08-18,32,STORE_01,ITEM_001,30.007592924225477,29.055654525756836,25.54
2024-08-19,20,STORE_01,ITEM_001,22.49126004914836,23.37575340270996,24.92
2024-08-20,24,STORE_01,ITEM_001,22.478630543678516,23.809045791625977,23.87
2024-08-21,21,STORE_01,ITEM_001,25.703989614495978,23.353586196899414,24.77
2024-08-22,18,STORE_01,ITEM_001,23.30620463987363,23.444133758544922,24.91
2024-08-23,24,STORE_01,ITEM_001,19.58829246416301,19.760906219482422,22.03
2024-08-24,32,STORE_01,ITEM_001,33.61617040375699,32.89894485473633,27.22
2024-08-25,29,STORE_01,ITEM_001,30.76316015002266,31.40418243408203,29.25
2024-08-26,17,STORE_01,ITEM_001,22.157841165440523,22.134490966796875,23.4
2024-08-27,30,STORE_01,ITEM_001,25.50438252615964,25.60019874572754,23.09
2024-08-28,19,STORE_01,ITEM_001,23.578448906555796,25.13741683959961,23.14
2024-08-29,16,STORE_01,ITEM_001,18.487465525376805,19.835716247558594,20.81
2024-08-30,24,STORE_01,ITEM_001,23.50876829805171,24.56221580505371,24.99
2024-08-31,27,STORE_01,ITEM_001,32.77126354636397,30.789730072021484,29.03
2024-09-01,27,STORE_01,ITEM_001,23.755823173946848,24.95269203186035,25.04
2024-09-02,20,STORE_01,ITEM_001,23.064090152536313,22.645374298095703,23.27
2024-09-03,24,STORE_01,ITEM_001,19.044688408906268,20.999610900878906,21.07
2024-09-04,23,STORE_01,ITEM_001,21.178076922176174,23.81928253173828,21.38
2024-09-05,22,STORE_01,ITEM_001,23.08679271559106,22.9644775390625,21.07
2024-09-06,22,STORE_01,ITEM_001,27.856481530109974,28.743465423583984,26.05
2024-09-07,33,STORE_01,ITEM_001,26.128485148533084,27.531553268432617,25.54
2024-09-08,21,STORE_01,ITEM_001,26.039791715373568,26.44900894165039,26.23
2024-09-09,29,STORE_01,ITEM_001,27.34745103720811,24.056276321411133,25.51
2024-09-10,22,STORE_01,ITEM_001,23.466416718662426,25.166505813598633,23.71
2024-09-11,23,STORE_01,ITEM_001,24.697479799355467,24.84337043762207,23.83
2024-09-12,21,STORE_01,ITEM_001,24.30229497456445,25.27289581298828,24.99
2024-09-13,18,STORE_01,ITEM_001,24.87592432378769,24.228702545166016,26.45
2024-09-14,34,STORE_01,ITEM_001,23.941038812413787,26.0051212310791,24.23
2024-09-15,33,STORE_01,ITEM_001,29.599917600512086,29.475919723510742,27.82
2024-09-16,13,STORE_01,ITEM_001,24.697593497124853,25.423913955688477,26.79
2024-09-17,21,STORE_01,ITEM_001,24.169083287978633,23.98922348022461,23.11
2024-09-18,18,STORE_01,ITEM_001,24.172525622682976,23.34799575805664,22.72
2024-09-19,20,STORE_01,ITEM_001,19.969605350496117,22.159950256347656,19.92
2024-09-20,20,STORE_01,ITEM_001,23.715769300891342,24.34781265258789,24.48
2024-09-21,38,STORE_01,ITEM_001,33.94344136314005,34.27206039428711,29.41
2024-09-22,28,STORE_01,ITEM_001,29.844244616152658,27.05628776550293,27.86
2024-09-23,22,STORE_01,ITEM_001,21.88958978969784,24.603490829467773,22.42
2024-09-24,20,STORE_01,ITEM_001,28.38675293470687,28.629817962646484,23.39
2024-09-25,26,STORE_01,ITEM_001,26.452309981358297,26.560470581054688,24.36
2024-09-26,20,STORE_01,ITEM_001,24.193484272398184,24.022729873657227,22.74
2024-09-27,29,STORE_01,ITEM_001,30.64225058485835,28.78302764892578,27.11
2024-09-28,21,STORE_01,ITEM_001,32.745934608324745,34.010807037353516,31.84
2024-09-29,25,STORE_01,ITEM_001,27.762860049800178,28.787166595458984,27.83
2024-09-30,17,STORE_01,ITEM_001,25.818425377518615,23.888015747070312,24.4
2024-10-01,17,STORE_01,ITEM_001,18.213776254945447,22.056215286254883,23.16
2024-10-02,27,STORE_01,ITEM_001,20.839254299773483,22.62452507019043,21.17
2024-10-03,17,STORE_01,ITEM_001,22.18956088056632,23.344125747680664,21.93
2024-10-04,18,STORE_01,ITEM_001,23.287202959638435,25.534076690673828,25.44
2024-10-05,19,STORE_01,ITEM_001,27.464658916112736,27.9831600189209,23.71
2024-10-06,24,STORE_01,ITEM_001,27.470380018128044,24.515583038330078,21.81
2024-10-07,22,STORE_01,ITEM_001,18.7183342384895,19.328771591186523,20.04
2024-10-08,20,STORE_01,ITEM_001,22.214878340672374,23.08344841003418,22.05
2024-10-09,19,STORE_01,ITEM_001,18.266254244608213,20.660877227783203,20.57
2024-10-10,11,STORE_01,ITEM_001,24.027346829382758,23.922243118286133,21.35
2024-10-11,25,STORE_01,ITEM_001,23.30568822496521,23.76511001586914,21.09
2024-10-12,35,STORE_01,ITEM_001,26.294719340206957,25.625818252563477,21.76
2024-10-13,34,STORE_01,ITEM_001,29.295841385293684,29.14151382446289,27.2
2024-10-14,24,STORE_01,ITEM_001,24.157355795450822,23.497814178466797,23.38
2024-10-15,19,STORE_01,ITEM_001,25.853816807150597,26.044546127319336,23.0
2024-10-16,22,STORE_01,ITEM_001,22.78015091652236,24.849712371826172,23.72
2024-10-17,21,STORE_01,ITEM_001,20.770330738454177,22.62114715576172,21.2
2024-10-18,18,STORE_01,ITEM_001,22.54059768244255,21.70987892150879,24.9
2024-10-19,23,STORE_01,ITEM_001,32.22941382720339,32.9439697265625,30.14
2024-10-20,34,STORE_01,ITEM_001,29.526263285768742,29.15283966064453,27.88
2024-10-21,17,STORE_01,ITEM_001,22.721003179240558,22.673954010009766,23.2
2024-10-22,17,STORE_01,ITEM_001,21.152209545892898,22.20937728881836,22.32
2024-10-23,23,STORE_01,ITEM_001,26.126410801690984,26.275711059570312,24.19
2024-10-24,30,STORE_01,ITEM_001,24.253337562396457,24.5540714263916,22.99
2024-10-25,27,STORE_01,ITEM_001,23.30221139075032,21.446863174438477,21.75
2024-10-26,22,STORE_01,ITEM_001,36.77088969160753,34.060394287109375,28.45
2024-10-27,30,STORE_01,ITEM_001,26.277139578171802,27.200908660888672,27.15
2024-10-28,18,STORE_01,ITEM_001,21.08441912005482,23.444154739379883,22.52
2024-10-29,31,STORE_01,ITEM_001,17.597299359413398,20.10923957824707,20.8
2024-10-30,28,STORE_01,ITEM_001,25.93384705549062,23.743541717529297,24.9
2024-10-31,28,STORE_01,ITEM_001,24.808234977899687,28.702640533447266,28.79
2024-11-01,23,STORE_01,ITEM_001,24.790032723845187,25.550830841064453,27.76
2024-11-02,27,STORE_01,ITEM_001,34.20112982352025,31.4348087310791,27.74
2024-11-03,28,STORE_01,ITEM_001,26.5033279562649,27.652183532714844,28.42
2024-11-04,26,STORE_01,ITEM_001,18.7543373601279,22.1741943359375,23.99
2024-11-05,21,STORE_01,ITEM_001,26.09452077699896,27.27485466003418,29.69
2024-11-06,29,STORE_01,ITEM_001,25.667699569744638,27.213483810424805,27.58
2024-11-07,27,STORE_01,ITEM_001,21.480495868397703,26.20510482788086,27.2
2024-11-08,26,STORE_01,ITEM_001,26.967068392654838,27.166040420532227,25.1
2024-11-09,32,STORE_01,ITEM_001,34.021673982010654,32.7977294921875,30.01
2024-11-10,32,STORE_01,ITEM_001,37.24644712298194,36.76751708984375,33.03
2024-11-11,26,STORE_01,ITEM_001,20.660889433552455,24.43385887145996,25.66
2024-11-12,19,STORE_01,ITEM_001,24.387315612106374,23.95371437072754,26.07
2024-11-13,22,STORE_01,ITEM_001,25.442320390662786,26.963695526123047,26.53
2024-11-14,25,STORE_01,ITEM_001,24.87659758702553,23.532085418701172,23.98
2024-11-15,23,STORE_01,ITEM_001,20.430745166845636,21.398944854736328,26.08
2024-11-16,34,STORE_01,ITEM_001,34.27217626272826,32.608802795410156,30.91
2024-11-17,38,STORE_01,ITEM_001,26.50786796749977,29.387861251831055,29.54
2024-11-18,27,STORE_01,ITEM_001,18.162385695961476,21.419490814208984,24.11
2024-11-19,29,STORE_01,ITEM_001,26.70485704893465,27.558565139770508,24.98
2024-11-20,20,STORE_01,ITEM_001,27.43600585044466,27.459915161132812,26.81
2024-11-21,20,STORE_01,ITEM_001,25.68979054725994,25.88164520263672,24.07
2024-11-22,30,STORE_01,ITEM_001,25.275497623958042,28.287921905517578,26.32
2024-11-23,32,STORE_01,ITEM_001,39.41282307389219,38.6630744934082,37.1
2024-11-24,54,STORE_01,ITEM_001,36.11259246693113,35.47473907470703,31.77
2024-11-25,27,STORE_01,ITEM_001,29.846296026736987,32.26858139038086,31.25
2024-11-26,28,STORE_01,ITEM_001,28.730540237389,30.842327117919922,28.49
2024-11-27,18,STORE_01,ITEM_001,24.570672872806202,25.445207595825195,25.19
2024-11-28,25,STORE_01,ITEM_001,30.60155384169938,28.17131996154785,26.73
