store_id,item_id,Intermitent,PLC_Status,Cycle_Classification,Variability_Segment,Volume_Segment,Trend,Seasonal
STORE_02,ITEM_045,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_02,ITEM_046,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_02,ITEM_047,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_02,ITEM_048,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_02,ITEM_049,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_02,ITEM_050,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_001,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_002,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_003,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_004,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_005,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_006,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_007,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_008,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_009,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_010,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_011,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_012,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_013,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_014,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_015,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_016,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_017,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_018,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_019,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_020,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_021,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_022,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_023,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_024,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_025,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_026,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_027,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_028,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_029,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_030,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_031,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_032,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_033,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_034,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_035,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_036,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_037,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_038,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_039,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_040,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_041,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_042,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_043,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_044,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_045,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_046,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_047,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_03,ITEM_048,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_049,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_03,ITEM_050,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_001,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_002,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_003,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_004,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_005,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_006,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_007,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_008,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_009,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_010,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_011,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_012,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_013,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_014,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_015,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_016,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_017,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_018,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_019,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_020,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_021,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_022,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_023,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_024,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_025,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_026,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_027,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_028,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_029,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_030,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_031,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_032,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_033,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_034,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_035,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_036,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_037,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_038,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_039,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_040,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_041,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_042,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_043,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_044,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_045,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_046,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_047,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_048,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_04,ITEM_049,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_04,ITEM_050,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_001,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_002,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_003,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_004,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_005,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_006,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_007,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_008,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_009,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_010,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_011,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_012,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_013,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_014,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_015,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_016,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_017,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_018,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_019,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_020,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_021,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_022,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_023,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_024,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_025,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_026,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_027,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_028,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_029,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_030,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_031,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_032,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_033,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_034,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_035,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_036,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_037,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_038,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_039,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_040,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_041,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_042,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_043,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_044,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_045,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_046,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_047,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_048,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_05,ITEM_049,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_05,ITEM_050,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_001,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_002,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_003,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_004,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_005,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_006,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_007,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_008,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_009,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_010,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_011,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_012,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_013,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_014,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_015,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_06,ITEM_016,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_017,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_018,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_019,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_020,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_06,ITEM_021,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_022,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_023,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_024,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_025,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_026,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_027,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_028,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_029,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_030,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_031,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_032,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_033,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_034,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_035,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_036,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_037,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_038,NO,MATURE,Greater than 2 cycles,Y,A,NO TREND,NO
STORE_06,ITEM_039,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_040,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_041,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_042,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_043,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_044,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_045,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_046,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_047,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_048,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_049,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_06,ITEM_050,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
STORE_07,ITEM_001,NO,MATURE,Greater than 2 cycles,Y,B,NO TREND,NO
