store_id,item_id,Rule,Algorithms_Used
STORE_01,ITEM_044,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_01,ITEM_045,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_01,ITEM_046,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_01,ITEM_047,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_01,ITEM_048,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_01,ITEM_049,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_01,ITEM_050,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_001,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_002,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_003,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_004,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_005,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_006,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_007,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_008,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_009,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_010,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_011,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_012,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_013,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_014,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_015,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_016,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_017,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_018,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_019,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_020,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_021,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_022,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_023,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_024,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_025,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_026,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_027,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_028,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_029,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_030,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_031,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_032,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_033,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_034,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_035,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_036,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_037,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_038,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_039,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_040,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_041,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_042,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_043,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_044,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_045,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_046,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_047,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_048,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_02,ITEM_049,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_02,ITEM_050,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_001,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_002,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_003,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_004,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_005,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_006,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_007,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_008,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_009,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_010,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_011,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_012,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_013,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_014,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_015,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_016,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_017,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_018,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_019,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_020,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_021,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_022,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_023,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_024,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_025,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_026,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_027,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_028,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_029,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_030,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_031,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_032,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_033,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_034,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_035,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_036,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_037,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_038,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_039,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_040,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_041,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_042,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_043,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_044,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_045,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_046,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_047,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_03,ITEM_048,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_049,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_03,ITEM_050,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_001,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_002,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_003,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_004,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_005,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_006,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_007,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_008,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_009,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_010,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_011,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_012,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_013,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_014,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_015,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_016,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_017,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_018,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_019,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_020,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_021,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_022,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_023,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_024,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_025,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_026,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_027,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_028,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_029,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_030,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_031,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_032,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_033,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_034,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_035,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_036,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_037,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_038,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_039,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_040,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_041,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_042,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_043,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_044,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_045,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_046,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_047,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_048,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_04,ITEM_049,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_04,ITEM_050,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_001,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_002,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_003,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_004,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_005,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_006,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_007,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_008,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_009,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_010,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_011,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_012,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_013,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_014,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_015,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_016,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_017,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_018,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_019,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_020,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_021,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_022,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_023,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_024,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_025,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_026,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_027,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_028,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_029,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_030,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_031,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_032,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_033,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_034,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_035,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_036,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_037,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_038,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_039,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_040,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_041,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_042,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_043,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
STORE_05,ITEM_044,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_045,Rule 6,"SES, Moving Average, TES, Weighted Snaive, Growth Snaive, Weighted AOA"
STORE_05,ITEM_046,Rule 7,"sARIMA, STLF, TES, Theta, Simple Snaive, Weighted Snaive"
