date,actual,store_id,item_id,SES,Moving Average,TES,Weighted Snaive,Growth Snaive,Weighted AOA,sARIMA,STLF,Theta,Simple Snaive
2024-02-24,65,STORE_01,ITEM_001,34.77449310991648,40.0,52.075422902148766,31.618409294012512,37.43787808282923,34.03963928993069,,,,
2024-02-25,53,STORE_01,ITEM_001,34.77449310991648,40.0,52.59454661099402,37.7828418230563,62.39646347138204,34.03963928993069,,,,
2024-02-26,43,STORE_01,ITEM_001,34.77449310991648,40.0,51.64745310481405,37.983914209115284,40.84132154490461,34.03963928993069,,,,
2024-02-27,39,STORE_01,ITEM_001,34.77449310991648,40.0,52.08596284479776,39.61036639857015,47.648208469055376,34.03963928993069,,,,
2024-02-28,51,STORE_01,ITEM_001,34.77449310991648,40.0,52.91128736208538,34.32529043789098,39.706840390879485,34.03963928993069,,,,
2024-02-29,47,STORE_01,ITEM_001,34.77449310991648,40.0,51.861036113815366,28.048257372654156,28.362028850628203,34.03963928993069,,,,
2024-03-01,35,STORE_01,ITEM_001,34.77449310991648,40.0,53.48283825131317,42.529937444146555,62.39646347138204,34.03963928993069,,,,
2024-03-02,47,STORE_01,ITEM_001,34.77449310991648,40.0,53.28721119719847,34.85522788203753,53.32061423918102,34.03963928993069,,,,
2024-03-03,49,STORE_01,ITEM_001,34.77449310991648,40.0,54.29781974643573,42.83109919571045,61.26198231735692,34.03963928993069,,,,
2024-03-04,49,STORE_01,ITEM_001,34.77449310991648,40.0,54.035161826732526,41.92761394101877,47.648208469055376,34.03963928993069,,,,
2024-03-05,34,STORE_01,ITEM_001,34.77449310991648,40.0,54.15085544097195,48.38963360142984,44.244765006979996,34.03963928993069,,,,
2024-03-06,58,STORE_01,ITEM_001,34.77449310991648,40.0,52.95160901601637,33.67470956210903,43.110283852954865,34.03963928993069,,,,
2024-03-07,40,STORE_01,ITEM_001,34.77449310991648,40.0,53.64922481546734,42.54602323503128,56.724057701256406,34.03963928993069,,,,
2024-03-08,51,STORE_01,ITEM_001,34.77449310991648,40.0,56.57425504512556,39.18051831992851,63.53094462540717,34.03963928993069,,,,
2024-03-09,49,STORE_01,ITEM_001,34.77449310991648,40.0,56.35504927082489,40.86327077747989,57.85853885528153,34.03963928993069,,,,
2024-03-10,49,STORE_01,ITEM_001,34.77449310991648,40.0,55.45434563126229,47.320822162645214,85.0860865518846,34.03963928993069,,,,
2024-03-11,38,STORE_01,ITEM_001,34.77449310991648,40.0,56.159036927080365,42.8632707774799,56.724057701256406,34.03963928993069,,,,
2024-03-12,50,STORE_01,ITEM_001,34.77449310991648,40.0,56.926730460166546,40.81143878462914,27.227547696603075,34.03963928993069,,,,
2024-03-13,38,STORE_01,ITEM_001,34.77449310991648,40.0,57.59254248368662,44.277033065236814,60.127501163331786,34.03963928993069,,,,
2024-03-14,50,STORE_01,ITEM_001,34.77449310991648,40.0,56.09345560036592,31.57015192135836,43.110283852954865,34.03963928993069,,,,
2024-03-15,56,STORE_01,ITEM_001,34.77449310991648,40.0,56.96322786277081,31.204647006255584,44.244765006979996,34.03963928993069,,,,
2024-03-16,51,STORE_01,ITEM_001,34.77449310991648,40.0,58.30165541299773,35.21268990169795,47.648208469055376,34.03963928993069,,,,
2024-03-17,45,STORE_01,ITEM_001,34.77449310991648,40.0,58.414710931716876,41.52993744414656,60.127501163331786,34.03963928993069,,,,
2024-03-18,52,STORE_01,ITEM_001,34.77449310991648,40.0,58.896674836717274,46.85522788203754,61.26198231735692,34.03963928993069,,,,
2024-03-19,39,STORE_01,ITEM_001,34.77449310991648,40.0,59.60219787855233,33.919571045576404,39.706840390879485,34.03963928993069,,,,
2024-03-20,40,STORE_01,ITEM_001,34.77449310991648,40.0,58.26635343794629,37.160857908847184,21.555141926477432,34.03963928993069,,,,
2024-03-21,43,STORE_01,ITEM_001,34.77449310991648,40.0,59.09386055931677,34.28507596067917,39.706840390879485,34.03963928993069,,,,
2024-03-22,35,STORE_01,ITEM_001,34.77449310991648,40.0,60.24851797726626,36.18051831992851,54.45509539320615,34.03963928993069,,,,
2024-03-23,50,STORE_01,ITEM_001,34.77449310991648,40.0,62.075290082191614,42.586237712243076,55.589576547231275,34.03963928993069,,,,
2024-03-24,49,STORE_01,ITEM_001,34.77449310991648,40.0,59.78016301497374,45.39320822162645,70.33783154955793,34.03963928993069,,,,
2024-03-25,37,STORE_01,ITEM_001,34.77449310991648,40.0,61.26117846560805,43.481680071492406,56.724057701256406,34.03963928993069,,,,
2024-03-26,43,STORE_01,ITEM_001,34.77449310991648,40.0,61.78030217445331,47.698838248436104,48.78268962308051,34.03963928993069,,,,
2024-03-27,39,STORE_01,ITEM_001,34.77449310991648,40.0,60.833208668273336,46.51027703306524,46.51372731503025,34.03963928993069,,,,
2024-03-28,52,STORE_01,ITEM_001,34.77449310991648,40.0,61.271718408257044,32.57015192135836,46.51372731503025,34.03963928993069,,,,
2024-03-29,41,STORE_01,ITEM_001,34.77449310991648,40.0,62.09704292554467,35.81501340482574,54.45509539320615,34.03963928993069,,,,
2024-03-30,51,STORE_01,ITEM_001,34.77449310991648,40.0,61.046791677274655,39.61840929401251,45.37924616100512,34.03963928993069,,,,
2024-03-31,42,STORE_01,ITEM_001,34.77449310991648,40.0,62.66859381477245,41.78284182305631,71.47231270358307,34.03963928993069,,,,
2024-04-01,47,STORE_01,ITEM_001,34.77449310991648,40.0,62.472966760657755,50.9597855227882,54.45509539320615,34.03963928993069,,,,
2024-04-02,52,STORE_01,ITEM_001,34.77449310991648,40.0,63.483575309895016,52.05630026809652,52.18613308515589,34.03963928993069,,,,
2024-04-03,44,STORE_01,ITEM_001,34.77449310991648,40.0,63.22091739019181,38.437890974084006,40.84132154490461,34.03963928993069,,,,
2024-04-04,46,STORE_01,ITEM_001,34.77449310991648,40.0,63.33661100443124,35.815013404825734,48.78268962308051,34.03963928993069,,,,
2024-04-05,41,STORE_01,ITEM_001,34.77449310991648,40.0,62.13736457947566,45.554066130473636,60.127501163331786,34.03963928993069,,,,
2024-04-06,56,STORE_01,ITEM_001,34.77449310991648,40.0,62.83498037892662,36.92761394101877,47.648208469055376,34.03963928993069,,,,
2024-04-07,67,STORE_01,ITEM_001,34.77449310991648,40.0,65.76001060858486,45.268990169794456,57.85853885528153,34.03963928993069,,,,
2024-04-08,52,STORE_01,ITEM_001,34.77449310991648,40.0,65.54080483428419,47.79088471849866,62.39646347138204,34.03963928993069,,,,
2024-04-09,40,STORE_01,ITEM_001,34.77449310991648,40.0,64.64010119472158,42.46201966041108,40.84132154490461,34.03963928993069,,,,
2024-04-10,32,STORE_01,ITEM_001,34.77449310991648,40.0,65.34479249053966,47.67470956210902,58.99302000930666,34.03963928993069,,,,
2024-04-11,48,STORE_01,ITEM_001,34.77449310991648,40.0,66.11248602362582,39.048257372654156,43.110283852954865,34.03963928993069,,,,
2024-04-12,60,STORE_01,ITEM_001,34.77449310991648,40.0,66.7782980471459,33.36550491510277,37.43787808282923,34.03963928993069,,,,
2024-04-13,62,STORE_01,ITEM_001,34.77449310991648,40.0,65.27921116382522,37.449508489722966,60.127501163331786,34.03963928993069,,,,
2024-04-14,42,STORE_01,ITEM_001,34.77449310991648,40.0,66.14898342623009,33.36550491510277,37.43787808282923,34.03963928993069,,,,
2024-04-15,42,STORE_01,ITEM_001,34.77449310991648,40.0,67.48741097645701,42.28507596067918,51.05165193113076,34.03963928993069,,,,
2024-04-16,55,STORE_01,ITEM_001,34.77449310991648,40.0,67.60046649517616,43.658623771224306,53.32061423918102,34.03963928993069,,,,
2024-04-17,41,STORE_01,ITEM_001,34.77449310991648,40.0,68.08243040017656,35.731009830205544,30.63099115867846,34.03963928993069,,,,
2024-04-18,32,STORE_01,ITEM_001,34.77449310991648,40.0,68.78795344201161,36.056300268096514,40.84132154490461,34.03963928993069,,,,
2024-04-19,40,STORE_01,ITEM_001,34.77449310991648,40.0,67.45210900140559,35.52993744414656,52.18613308515589,34.03963928993069,,,,
2024-04-20,50,STORE_01,ITEM_001,34.77449310991648,40.0,68.27961612277605,35.983914209115284,43.110283852954865,34.03963928993069,,,,
2024-04-21,59,STORE_01,ITEM_001,34.77449310991648,40.0,69.43427354072554,42.47363717605004,69.20335039553281,34.03963928993069,,,,
2024-04-22,49,STORE_01,ITEM_001,34.77449310991648,40.0,71.26104564565091,44.61840929401251,46.51372731503025,34.03963928993069,,,,
2024-04-23,41,STORE_01,ITEM_001,34.77449310991648,40.0,68.96591857843302,44.75513851653262,47.648208469055376,34.03963928993069,,,,
2024-04-24,63,STORE_01,ITEM_001,34.77449310991648,40.0,70.44693402906734,45.71492403932082,47.648208469055376,34.03963928993069,,,,
2024-04-25,45,STORE_01,ITEM_001,34.77449310991648,40.0,70.96605773791259,41.91152815013405,53.32061423918102,34.03963928993069,,,,
2024-04-26,51,STORE_01,ITEM_001,34.77449310991648,40.0,70.01896423173261,40.871313672922255,55.589576547231275,34.03963928993069,,,,
2024-04-27,69,STORE_01,ITEM_001,34.77449310991648,40.0,70.45747397171633,38.839142091152816,54.45509539320615,34.03963928993069,,,,
2024-04-28,63,STORE_01,ITEM_001,34.77449310991648,40.0,71.28279848900397,38.806970509383376,60.127501163331786,34.03963928993069,,,,
2024-04-29,34,STORE_01,ITEM_001,34.77449310991648,40.0,70.23254724073394,42.228775692582666,55.589576547231275,34.03963928993069,,,,
2024-04-30,40,STORE_01,ITEM_001,34.77449310991648,40.0,71.85434937823173,41.666666666666664,52.18613308515589,34.03963928993069,,,,
2024-05-01,37,STORE_01,ITEM_001,34.77449310991648,40.0,71.65872232411705,37.38963360142985,37.43787808282923,34.03963928993069,,,,
2024-05-02,51,STORE_01,ITEM_001,34.77449310991648,40.0,72.6693308733543,36.04021447721179,35.16891577477897,34.03963928993069,,,,
2024-05-03,47,STORE_01,ITEM_001,34.77449310991648,40.0,72.4066729536511,33.666666666666664,40.84132154490461,34.03963928993069,,,,
2024-05-04,60,STORE_01,ITEM_001,34.77449310991648,40.0,72.52236656789053,37.61036639857015,49.91717077710563,34.03963928993069,,,,
2024-05-05,64,STORE_01,ITEM_001,34.77449310991648,40.0,71.32312014293494,43.562109025915994,56.724057701256406,34.03963928993069,,,,
2024-05-06,39,STORE_01,ITEM_001,34.77449310991648,40.0,72.02073594238591,42.341376228775694,43.110283852954865,34.03963928993069,,,,
2024-05-07,51,STORE_01,ITEM_001,34.77449310991648,40.0,74.94576617204415,45.66666666666667,49.91717077710563,34.03963928993069,,,,
2024-05-08,34,STORE_01,ITEM_001,34.77449310991648,40.0,74.72656039774347,37.78731009830206,32.89995346672871,34.03963928993069,,,,
2024-05-09,42,STORE_01,ITEM_001,34.77449310991648,40.0,73.82585675818086,38.95174262734585,47.648208469055376,34.03963928993069,,,,
2024-05-10,43,STORE_01,ITEM_001,34.77449310991648,40.0,74.53054805399894,37.666666666666664,38.57235923685435,34.03963928993069,,,,
2024-05-11,54,STORE_01,ITEM_001,34.77449310991648,40.0,75.2982415870851,37.911528150134046,48.78268962308051,34.03963928993069,,,,
2024-05-12,52,STORE_01,ITEM_001,34.77449310991648,40.0,75.96405361060518,37.658623771224306,45.37924616100512,34.03963928993069,,,,
2024-05-13,35,STORE_01,ITEM_001,34.77449310991648,40.0,74.4649667272845,39.457551385165324,58.99302000930666,34.03963928993069,,,,
2024-05-14,31,STORE_01,ITEM_001,34.77449310991648,40.0,75.33473898968937,44.74709562109026,45.37924616100512,34.03963928993069,,,,
2024-05-15,51,STORE_01,ITEM_001,34.77449310991648,40.0,76.6731665399163,34.196604110813226,51.05165193113076,34.03963928993069,,,,
2024-05-16,33,STORE_01,ITEM_001,34.77449310991648,40.0,76.78622205863545,35.008042895442365,35.16891577477897,34.03963928993069,,,,
2024-05-17,34,STORE_01,ITEM_001,34.77449310991648,40.0,77.26818596363584,29.674709562109026,35.16891577477897,34.03963928993069,,,,
2024-05-18,27,STORE_01,ITEM_001,34.77449310991648,40.0,77.9737090054709,36.03217158176943,38.57235923685435,34.03963928993069,,,,
2024-05-19,50,STORE_01,ITEM_001,34.77449310991648,40.0,76.63786456486487,34.236818588025024,48.78268962308051,34.03963928993069,,,,
2024-05-20,52,STORE_01,ITEM_001,34.77449310991648,40.0,77.46537168623533,45.39320822162645,69.20335039553281,34.03963928993069,,,,
2024-05-21,54,STORE_01,ITEM_001,34.77449310991648,40.0,78.62002910418482,38.048257372654156,37.43787808282923,34.03963928993069,,,,
2024-05-22,36,STORE_01,ITEM_001,34.77449310991648,40.0,80.44680120911019,43.594280607685434,57.85853885528153,34.03963928993069,,,,
2024-05-23,47,STORE_01,ITEM_001,34.77449310991648,40.0,78.1516741418923,37.29311885612154,47.648208469055376,34.03963928993069,,,,
2024-05-24,35,STORE_01,ITEM_001,34.77449310991648,40.0,79.63268959252662,30.429848078641644,24.958585388552816,34.03963928993069,,,,
2024-05-25,48,STORE_01,ITEM_001,34.77449310991648,40.0,80.15181330137187,32.67470956210902,35.16891577477897,34.03963928993069,,,,
2024-05-26,54,STORE_01,ITEM_001,34.77449310991648,40.0,79.20471979519189,39.41733690795353,60.127501163331786,34.03963928993069,,,,
2024-05-27,42,STORE_01,ITEM_001,34.77449310991648,40.0,79.6432295351756,45.14030384271671,66.93438808748256,34.03963928993069,,,,
2024-05-28,46,STORE_01,ITEM_001,34.77449310991648,40.0,80.46855405246325,33.09651474530831,29.49651000465333,34.03963928993069,,,,
2024-05-29,46,STORE_01,ITEM_001,34.77449310991648,40.0,79.41830280419322,38.0,49.91717077710563,34.03963928993069,,,,
2024-05-30,43,STORE_01,ITEM_001,34.77449310991648,40.0,81.04010494169101,37.29311885612154,44.244765006979996,34.03963928993069,,,,
2024-05-31,47,STORE_01,ITEM_001,34.77449310991648,40.0,80.84447788757633,28.25290437890974,37.43787808282923,34.03963928993069,,,,
2024-06-01,64,STORE_01,ITEM_001,34.77449310991648,40.0,81.85508643681358,36.83914209115281,55.589576547231275,34.03963928993069,,,,
2024-06-02,46,STORE_01,ITEM_001,34.77449310991648,40.0,81.59242851711038,34.21268990169794,45.37924616100512,34.03963928993069,,,,
2024-06-03,41,STORE_01,ITEM_001,34.77449310991648,40.0,81.70812213134981,43.58623771224307,53.32061423918102,34.03963928993069,,,,
2024-06-04,40,STORE_01,ITEM_001,34.77449310991648,40.0,80.50887570639422,39.61840929401251,47.648208469055376,34.03963928993069,,,,
2024-06-05,29,STORE_01,ITEM_001,34.77449310991648,40.0,81.2064915058452,31.682752457551384,37.43787808282923,34.03963928993069,,,,
2024-06-06,46,STORE_01,ITEM_001,34.77449310991648,40.0,84.13152173550343,27.98391420911528,34.03443462075384,34.03963928993069,,,,
2024-06-07,39,STORE_01,ITEM_001,34.77449310991648,40.0,83.91231596120275,23.73100983020554,22.68962308050256,34.03963928993069,,,,
2024-06-08,59,STORE_01,ITEM_001,34.77449310991648,40.0,83.01161232164014,34.594280607685434,43.110283852954865,34.03963928993069,,,,
2024-06-09,48,STORE_01,ITEM_001,34.77449310991648,40.0,83.71630361745822,32.83109919571046,47.648208469055376,34.03963928993069,,,,
2024-06-10,33,STORE_01,ITEM_001,34.77449310991648,40.0,84.48399715054438,42.457551385165324,62.39646347138204,34.03963928993069,,,,
2024-06-11,44,STORE_01,ITEM_001,34.77449310991648,40.0,85.14980917406446,38.92761394101876,45.37924616100512,34.03963928993069,,,,
2024-06-12,47,STORE_01,ITEM_001,34.77449310991648,40.0,83.65072229074379,30.594280607685434,38.57235923685435,34.03963928993069,,,,
2024-06-13,31,STORE_01,ITEM_001,34.77449310991648,40.0,84.52049455314865,35.27703306523682,44.244765006979996,34.03963928993069,,,,
2024-06-14,38,STORE_01,ITEM_001,34.77449310991648,40.0,85.85892210337558,28.755138516532618,27.227547696603075,34.03963928993069,,,,
2024-06-15,38,STORE_01,ITEM_001,34.77449310991648,40.0,85.97197762209473,31.2609472743521,44.244765006979996,34.03963928993069,,,,
2024-06-16,41,STORE_01,ITEM_001,34.77449310991648,40.0,86.45394152709514,32.94369973190348,40.84132154490461,34.03963928993069,,,,
2024-06-17,37,STORE_01,ITEM_001,34.77449310991648,40.0,87.15946456893018,32.94369973190348,40.84132154490461,34.03963928993069,,,,
2024-06-18,28,STORE_01,ITEM_001,34.77449310991648,40.0,85.82362012832415,32.31724754244861,36.3033969288041,34.03963928993069,,,,
2024-06-19,30,STORE_01,ITEM_001,34.77449310991648,40.0,86.65112724969462,31.578194816800718,43.110283852954865,34.03963928993069,,,,
2024-06-20,30,STORE_01,ITEM_001,34.77449310991648,40.0,87.8057846676441,28.81948168007149,21.555141926477432,34.03963928993069,,,,
2024-06-21,29,STORE_01,ITEM_001,34.77449310991648,40.0,89.63255677256947,29.277033065236814,37.43787808282923,34.03963928993069,,,,
2024-06-22,40,STORE_01,ITEM_001,34.77449310991648,40.0,87.3374297053516,24.650580875781944,28.362028850628203,34.03963928993069,,,,
2024-06-23,38,STORE_01,ITEM_001,34.77449310991648,40.0,88.8184451559859,33.196604110813226,53.32061423918102,34.03963928993069,,,,
2024-06-24,30,STORE_01,ITEM_001,34.77449310991648,40.0,89.33756886483116,34.172475424486144,51.05165193113076,34.03963928993069,,,,
2024-06-25,33,STORE_01,ITEM_001,34.77449310991648,40.0,88.39047535865119,37.99195710455764,41.97580269892974,34.03963928993069,,,,
2024-06-26,31,STORE_01,ITEM_001,34.77449310991648,40.0,88.82898509863489,30.429848078641644,32.89995346672871,34.03963928993069,,,,
2024-06-27,42,STORE_01,ITEM_001,34.77449310991648,40.0,89.65430961592253,31.16443252904379,47.648208469055376,34.03963928993069,,,,
2024-06-28,37,STORE_01,ITEM_001,34.77449310991648,40.0,88.60405836765251,21.991957104557642,20.420660772452305,34.03963928993069,,,,
2024-06-29,50,STORE_01,ITEM_001,34.77449310991648,40.0,90.2258605051503,28.90348525469169,38.57235923685435,34.03963928993069,,,,
2024-06-30,39,STORE_01,ITEM_001,34.77449310991648,40.0,90.03023345103561,33.8632707774799,47.648208469055376,34.03963928993069,,,,
2024-07-01,26,STORE_01,ITEM_001,34.77449310991648,40.0,91.04084200027287,34.90348525469169,46.51372731503025,34.03963928993069,,,,
2024-07-02,18,STORE_01,ITEM_001,34.77449310991648,40.0,90.77818408056966,27.056300268096514,27.227547696603075,34.03963928993069,,,,
2024-07-03,36,STORE_01,ITEM_001,34.77449310991648,40.0,90.89387769480909,32.45397676496873,32.89995346672871,34.03963928993069,,,,
2024-07-04,26,STORE_01,ITEM_001,34.77449310991648,40.0,89.69463126985352,28.357462019660407,29.49651000465333,34.03963928993069,,,,
2024-07-05,32,STORE_01,ITEM_001,34.77449310991648,40.0,90.39224706930447,26.072386058981234,24.958585388552816,34.03963928993069,,,,
2024-07-06,33,STORE_01,ITEM_001,34.77449310991648,40.0,93.31727729896271,32.29311885612154,39.706840390879485,34.03963928993069,,,,
2024-07-07,52,STORE_01,ITEM_001,34.77449310991648,40.0,93.09807152466205,31.935656836461128,39.706840390879485,34.03963928993069,,,,
2024-07-08,33,STORE_01,ITEM_001,34.77449310991648,40.0,92.19736788509942,34.164432529043786,56.724057701256406,34.03963928993069,,,,
2024-07-09,24,STORE_01,ITEM_001,34.77449310991648,40.0,92.9020591809175,31.429848078641644,27.227547696603075,34.03963928993069,,,,
2024-07-10,34,STORE_01,ITEM_001,34.77449310991648,40.0,93.66975271400368,30.317247542448612,38.57235923685435,34.03963928993069,,,,
2024-07-11,28,STORE_01,ITEM_001,34.77449310991648,40.0,94.33556473752374,26.975871313672926,27.227547696603075,34.03963928993069,,,,
2024-07-12,38,STORE_01,ITEM_001,34.77449310991648,40.0,92.83647785420307,21.61036639857015,27.227547696603075,34.03963928993069,,,,
2024-07-13,34,STORE_01,ITEM_001,34.77449310991648,40.0,93.70625011660795,24.983914209115284,28.362028850628203,34.03963928993069,,,,
2024-07-14,33,STORE_01,ITEM_001,34.77449310991648,40.0,95.04467766683487,30.61840929401251,39.706840390879485,34.03963928993069,,,,
2024-07-15,21,STORE_01,ITEM_001,34.77449310991648,40.0,95.15773318555401,35.75067024128687,58.99302000930666,34.03963928993069,,,,
2024-07-16,34,STORE_01,ITEM_001,34.77449310991648,40.0,95.63969709055442,33.236818588025024,49.91717077710563,34.03963928993069,,,,
2024-07-17,38,STORE_01,ITEM_001,34.77449310991648,40.0,96.34522013238947,30.521894548704203,47.648208469055376,34.03963928993069,,,,
